FILENAME,,,,
FILENAME,stackoverflow7.sl,,,
INPUT,Item 1 AQ-S810W-2AVDF,AQ-S810W-2AVDF,,
OUTPUT,Item 1,,,
INPUT,Item 2 AQ-230A-1DUQ,AQ-230A,,
OUTPUT,Item 2 -1DUQ,,,
FILENAME,stackoverflow8.sl,,,
INPUT,home/Excel/Sheet1.xls,,,
OUTPUT,Sheet1.xls,,,
INPUT,home/user/Sheet1.xls,,,
OUTPUT,Sheet1.xls,,,
FILENAME,stackoverflow9.sl,,,
INPUT,Sarah Jane Jones,,,
OUTPUT,Jones,,,
INPUT,Bob Jane Smithfield,,,
OUTPUT,Smithfield,,,
FILENAME,strip-html-from-text-or-numbers.sl,,,
INPUT,<b>0.66<b>,,,
OUTPUT,0.66,,,
INPUT,<b>0.409<b>,,,
OUTPUT,0.409,,,
INPUT,<b>0.7268<b>,,,
OUTPUT,0.7268,,,
FILENAME,strip-non-numeric-characters.sl,,,
INPUT,100 apples,,,
OUTPUT,100,,,
INPUT,the price is %500 dollars,,,
OUTPUT,500,,,
INPUT,serial number %003399,,,
OUTPUT,3399,,,
FILENAME,strip-numeric-characters-from-cell.sl,,,
INPUT,34653 jim mcdonald,,,
OUTPUT, jim mcdonald,,,
INPUT,price is 500,,,
OUTPUT, price is ,,,
INPUT,100 apples,,,
OUTPUT, apples,,,
